id	title	type	snippet	provider	state_date	end_date	bbox	deprecated	keywords	catalog	url	license
NOAA/VIIRS/DNB/ANNUAL_V22	VIIRS Nighttime Day/Night Annual Band Composites V2.2	image_collection	ee.ImageCollection('NOAA/VIIRS/DNB/ANNUAL_V22')	Earth Observation Group, Payne Institute for Public Policy, Colorado School of Mines	2012-04-01	2024-01-01	-180, -65, 180, 75	False	annual, dnb, eog, lights, nighttime, noaa, population, viirs, visible	https://storage.googleapis.com/earthengine-stac/catalog/NOAA/NOAA_VIIRS_DNB_ANNUAL_V22.json	https://developers.google.com/earth-engine/datasets/catalog/NOAA_VIIRS_DNB_ANNUAL_V22	other
NOAA/VIIRS/DNB/MONTHLY_V1/VCMCFG	VIIRS Nighttime Day/Night Band Composites Version 1	image_collection	ee.ImageCollection('NOAA/VIIRS/DNB/MONTHLY_V1/VCMCFG')	Earth Observation Group, Payne Institute for Public Policy, Colorado School of Mines	2012-04-01	2025-03-01	-180, -65, 180, 75	False	dnb, eog, lights, monthly, nighttime, noaa, population, viirs, visible	https://storage.googleapis.com/earthengine-stac/catalog/NOAA/NOAA_VIIRS_DNB_MONTHLY_V1_VCMCFG.json	https://developers.google.com/earth-engine/datasets/catalog/NOAA_VIIRS_DNB_MONTHLY_V1_VCMCFG	other
NOAA/VIIRS/DNB/MONTHLY_V1/VCMSLCFG	VIIRS Stray Light Corrected Nighttime Day/Night Band Composites Version 1	image_collection	ee.ImageCollection('NOAA/VIIRS/DNB/MONTHLY_V1/VCMSLCFG')	Earth Observation Group, Payne Institute for Public Policy, Colorado School of Mines	2014-01-01	2025-03-01	-180, -65, 180, 75	False	dnb, eog, lights, monthly, nighttime, noaa, population, stray-light, viirs, visible	https://storage.googleapis.com/earthengine-stac/catalog/NOAA/NOAA_VIIRS_DNB_MONTHLY_V1_VCMSLCFG.json	https://developers.google.com/earth-engine/datasets/catalog/NOAA_VIIRS_DNB_MONTHLY_V1_VCMSLCFG	other
NRCan/CDEM	Canadian Digital Elevation Model	image_collection	ee.ImageCollection('NRCan/CDEM')	NRCan	1945-01-01	2011-01-01	-142, 41, -52, 84	False	canada, cdem, dem, elevation, elevation-topography, geophysical, nrcan, topography	https://storage.googleapis.com/earthengine-stac/catalog/NRCan/NRCan_CDEM.json	https://developers.google.com/earth-engine/datasets/catalog/NRCan_CDEM	OGL-Canada-2.0
Netherlands/Beeldmateriaal/LUCHTFOTO_RGB	Netherlands orthophotos	image_collection	ee.ImageCollection('Netherlands/Beeldmateriaal/LUCHTFOTO_RGB')	Beeldmateriaal Nederland	2021-01-01	2022-12-31	3.2, 50.75, 7.22, 53.7	False	netherlands, orthophotos, rgb	https://storage.googleapis.com/earthengine-stac/catalog/Netherlands/Netherlands_Beeldmateriaal_LUCHTFOTO_RGB.json	https://developers.google.com/earth-engine/datasets/catalog/Netherlands_Beeldmateriaal_LUCHTFOTO_RGB	CC-BY-4.0
OREGONSTATE/PRISM/AN81d	PRISM Daily Spatial Climate Dataset AN81d	image_collection	ee.ImageCollection('OREGONSTATE/PRISM/AN81d')	PRISM / OREGONSTATE	1981-01-01	2025-05-31	-125, 24, -66, 50	False	climate, daily, geophysical, oregonstate, precipitation, pressure, prism, temperature, vapor, weather	https://storage.googleapis.com/earthengine-stac/catalog/OREGONSTATE/OREGONSTATE_PRISM_AN81d.json	https://developers.google.com/earth-engine/datasets/catalog/OREGONSTATE_PRISM_AN81d	other
OREGONSTATE/PRISM/AN81m	PRISM Monthly Spatial Climate Dataset AN81m	image_collection	ee.ImageCollection('OREGONSTATE/PRISM/AN81m')	PRISM / OREGONSTATE	1895-01-01	2025-05-01	-125, 24, -66, 50	False	climate, geophysical, monthly, oregonstate, precipitation, pressure, prism, temperature, vapor, weather	https://storage.googleapis.com/earthengine-stac/catalog/OREGONSTATE/OREGONSTATE_PRISM_AN81m.json	https://developers.google.com/earth-engine/datasets/catalog/OREGONSTATE_PRISM_AN81m	other
OREGONSTATE/PRISM/Norm81m	PRISM Long-Term Average Climate Dataset Norm81m [deprecated]	image_collection	ee.ImageCollection('OREGONSTATE/PRISM/Norm81m')	PRISM / OREGONSTATE	1981-01-01	2010-12-31	-125, 24, -66, 50	True	30-year, climate, geophysical, oregonstate, precipitation, pressure, prism, temperature, vapor, weather	https://storage.googleapis.com/earthengine-stac/catalog/OREGONSTATE/OREGONSTATE_PRISM_Norm81m.json	https://developers.google.com/earth-engine/datasets/catalog/OREGONSTATE_PRISM_Norm81m	other
OREGONSTATE/PRISM/Norm91m	PRISM Long-Term Average Climate Dataset Norm91m	image_collection	ee.ImageCollection('OREGONSTATE/PRISM/Norm91m')	PRISM / OREGONSTATE	1991-01-01	2020-12-31	-125, 24, -66, 50	False	30-year, climate, geophysical, oregonstate, precipitation, pressure, prism, temperature, vapor, weather	https://storage.googleapis.com/earthengine-stac/catalog/OREGONSTATE/OREGONSTATE_PRISM_Norm91m.json	https://developers.google.com/earth-engine/datasets/catalog/OREGONSTATE_PRISM_Norm91m	other
OSU/GIMP/2000_ICE_OCEAN_MASK	Greenland Ice & Ocean Mask - Greenland Mapping Project (GIMP)	image	ee.Image('OSU/GIMP/2000_ICE_OCEAN_MASK')	NASA NSIDC DAAC at CIRES	1999-06-30	2002-09-04	-89.3211593425295, 58.79601275381146, 7.555941634834938, 83.95386175580668	False	arctic, cryosphere, gimp, greenland, ice, mask, nasa, polar	https://storage.googleapis.com/earthengine-stac/catalog/OSU/OSU_GIMP_2000_ICE_OCEAN_MASK.json	https://developers.google.com/earth-engine/datasets/catalog/OSU_GIMP_2000_ICE_OCEAN_MASK	other
OSU/GIMP/2000_IMAGERY_MOSAIC	2000 Greenland Mosaic - Greenland Ice Mapping Project (GIMP)	image	ee.Image('OSU/GIMP/2000_IMAGERY_MOSAIC')	NASA NSIDC DAAC at CIRES	1999-06-30	2002-09-04	-89.3211593425295, 58.79601275381146, 7.555941634834938, 83.95386175580668	False	arctic, gimp, greenland, imagery, nasa, polar, radarsat-1, satellite-imagery	https://storage.googleapis.com/earthengine-stac/catalog/OSU/OSU_GIMP_2000_IMAGERY_MOSAIC.json	https://developers.google.com/earth-engine/datasets/catalog/OSU_GIMP_2000_IMAGERY_MOSAIC	other
OSU/GIMP/DEM	Greenland DEM - Greenland Mapping Project (GIMP)	image	ee.Image('OSU/GIMP/DEM')	NASA NSIDC DAAC at CIRES	1999-06-30	2002-09-04	-89.32179714240877, 58.795926930232035, 7.556480769227746, 83.95392768557056	False	arctic, elevation-topography, gimp, greenland, nasa, polar	https://storage.googleapis.com/earthengine-stac/catalog/OSU/OSU_GIMP_DEM.json	https://developers.google.com/earth-engine/datasets/catalog/OSU_GIMP_DEM	other
OSU/GIMP/ICE_VELOCITY_OPT	MEaSUREs Greenland Ice Velocity: Selected Glacier Site Velocity Maps from Optical Images Version 2	image_collection	ee.ImageCollection('OSU/GIMP/ICE_VELOCITY_OPT')	NASA NSIDC DAAC at CIRES	1985-03-01	2016-09-30	-89.3211593425295, 58.79601275381146, 7.555941634834938, 83.95386175580668	False	arctic, cryosphere, gimp, greenland, ice, nasa, polar, velocity	https://storage.googleapis.com/earthengine-stac/catalog/OSU/OSU_GIMP_ICE_VELOCITY_OPT.json	https://developers.google.com/earth-engine/datasets/catalog/OSU_GIMP_ICE_VELOCITY_OPT	other
OpenET/DISALEXI/CONUS/GRIDMET/MONTHLY/v2_0	OpenET DisALEXI Monthly Evapotranspiration v2.0	image_collection	ee.ImageCollection('OpenET/DISALEXI/CONUS/GRIDMET/MONTHLY/v2_0')	OpenET, Inc.	2001-01-01	2024-12-01	-126, 25, -66, 50	False	evapotranspiration, gridmet-derived, landsat-derived, monthly, openet, water, water-vapor	https://storage.googleapis.com/earthengine-stac/catalog/OpenET/OpenET_DISALEXI_CONUS_GRIDMET_MONTHLY_v2_0.json	https://developers.google.com/earth-engine/datasets/catalog/OpenET_DISALEXI_CONUS_GRIDMET_MONTHLY_v2_0	CC-BY-4.0
OpenET/EEMETRIC/CONUS/GRIDMET/MONTHLY/v2_0	OpenET eeMETRIC Monthly Evapotranspiration v2.0	image_collection	ee.ImageCollection('OpenET/EEMETRIC/CONUS/GRIDMET/MONTHLY/v2_0')	OpenET, Inc.	1999-10-01	2024-12-01	-126, 25, -66, 50	False	evapotranspiration, gridmet-derived, landsat-derived, monthly, openet, water, water-vapor	https://storage.googleapis.com/earthengine-stac/catalog/OpenET/OpenET_EEMETRIC_CONUS_GRIDMET_MONTHLY_v2_0.json	https://developers.google.com/earth-engine/datasets/catalog/OpenET_EEMETRIC_CONUS_GRIDMET_MONTHLY_v2_0	CC-BY-4.0
OpenET/ENSEMBLE/CONUS/GRIDMET/MONTHLY/v2_0	OpenET Ensemble Monthly Evapotranspiration v2.0	image_collection	ee.ImageCollection('OpenET/ENSEMBLE/CONUS/GRIDMET/MONTHLY/v2_0')	OpenET, Inc.	1999-10-01	2024-12-01	-126, 25, -66, 50	False	evapotranspiration, gridmet-derived, landsat-derived, monthly, openet, water, water-vapor	https://storage.googleapis.com/earthengine-stac/catalog/OpenET/OpenET_ENSEMBLE_CONUS_GRIDMET_MONTHLY_v2_0.json	https://developers.google.com/earth-engine/datasets/catalog/OpenET_ENSEMBLE_CONUS_GRIDMET_MONTHLY_v2_0	CC-BY-4.0
OpenET/GEESEBAL/CONUS/GRIDMET/MONTHLY/v2_0	OpenET geeSEBAL Monthly Evapotranspiration v2.0	image_collection	ee.ImageCollection('OpenET/GEESEBAL/CONUS/GRIDMET/MONTHLY/v2_0')	OpenET, Inc.	1999-10-01	2024-12-01	-126, 25, -66, 50	False	evapotranspiration, gridmet-derived, landsat-derived, monthly, openet, water, water-vapor	https://storage.googleapis.com/earthengine-stac/catalog/OpenET/OpenET_GEESEBAL_CONUS_GRIDMET_MONTHLY_v2_0.json	https://developers.google.com/earth-engine/datasets/catalog/OpenET_GEESEBAL_CONUS_GRIDMET_MONTHLY_v2_0	CC-BY-4.0
OpenET/PTJPL/CONUS/GRIDMET/MONTHLY/v2_0	OpenET PT-JPL Monthly Evapotranspiration v2.0	image_collection	ee.ImageCollection('OpenET/PTJPL/CONUS/GRIDMET/MONTHLY/v2_0')	OpenET, Inc.	1999-10-01	2024-12-01	-126, 25, -66, 50	False	evapotranspiration, gridmet-derived, landsat-derived, monthly, openet, water, water-vapor	https://storage.googleapis.com/earthengine-stac/catalog/OpenET/OpenET_PTJPL_CONUS_GRIDMET_MONTHLY_v2_0.json	https://developers.google.com/earth-engine/datasets/catalog/OpenET_PTJPL_CONUS_GRIDMET_MONTHLY_v2_0	CC-BY-4.0
OpenET/SIMS/CONUS/GRIDMET/MONTHLY/v2_0	OpenET SIMS Monthly Evapotranspiration v2.0	image_collection	ee.ImageCollection('OpenET/SIMS/CONUS/GRIDMET/MONTHLY/v2_0')	OpenET, Inc.	1999-10-01	2024-12-01	-126, 25, -66, 50	False	evapotranspiration, gridmet-derived, landsat-derived, monthly, openet, water, water-vapor	https://storage.googleapis.com/earthengine-stac/catalog/OpenET/OpenET_SIMS_CONUS_GRIDMET_MONTHLY_v2_0.json	https://developers.google.com/earth-engine/datasets/catalog/OpenET_SIMS_CONUS_GRIDMET_MONTHLY_v2_0	CC-BY-4.0
OpenET/SSEBOP/CONUS/GRIDMET/MONTHLY/v2_0	OpenET SSEBop Monthly Evapotranspiration v2.0	image_collection	ee.ImageCollection('OpenET/SSEBOP/CONUS/GRIDMET/MONTHLY/v2_0')	OpenET, Inc.	1999-10-01	2024-12-01	-126, 25, -66, 50	False	evapotranspiration, gridmet-derived, landsat-derived, monthly, openet, water, water-vapor	https://storage.googleapis.com/earthengine-stac/catalog/OpenET/OpenET_SSEBOP_CONUS_GRIDMET_MONTHLY_v2_0.json	https://developers.google.com/earth-engine/datasets/catalog/OpenET_SSEBOP_CONUS_GRIDMET_MONTHLY_v2_0	CC-BY-4.0
OpenLandMap/CLM/CLM_LST_MOD11A2-DAYNIGHT_M/v01	OpenLandMap Long-term Land Surface Temperature Monthly Day-Night Difference	image	ee.Image('OpenLandMap/CLM/CLM_LST_MOD11A2-DAYNIGHT_M/v01')	EnvirometriX Ltd	2000-01-01	2018-01-01	-180, -90, 180, 90	False	climate, day, envirometrix, lst, mod11a2, modis, monthly, night, opengeohub, openlandmap	https://storage.googleapis.com/earthengine-stac/catalog/OpenLandMap/OpenLandMap_CLM_CLM_LST_MOD11A2-DAYNIGHT_M_v01.json	https://developers.google.com/earth-engine/datasets/catalog/OpenLandMap_CLM_CLM_LST_MOD11A2-DAYNIGHT_M_v01	CC-BY-SA-4.0
OpenLandMap/CLM/CLM_LST_MOD11A2-DAY_M/v01	OpenLandMap Long-term Land Surface Temperature Daytime Monthly Median	image	ee.Image('OpenLandMap/CLM/CLM_LST_MOD11A2-DAY_M/v01')	EnvirometriX Ltd	2000-01-01	2018-01-01	-180, -90, 180, 90	False	climate, envirometrix, lst, mod11a2, modis, monthly, opengeohub, openlandmap	https://storage.googleapis.com/earthengine-stac/catalog/OpenLandMap/OpenLandMap_CLM_CLM_LST_MOD11A2-DAY_M_v01.json	https://developers.google.com/earth-engine/datasets/catalog/OpenLandMap_CLM_CLM_LST_MOD11A2-DAY_M_v01	CC-BY-SA-4.0
OpenLandMap/CLM/CLM_LST_MOD11A2-DAY_SD/v01	OpenLandMap Long-term Land Surface Temperature Daytime Monthly Standard Deviation	image	ee.Image('OpenLandMap/CLM/CLM_LST_MOD11A2-DAY_SD/v01')	EnvirometriX Ltd	2000-01-01	2018-01-01	-180, -90, 180, 90	False	climate, envirometrix, lst, mod11a2, modis, monthly, opengeohub, openlandmap	https://storage.googleapis.com/earthengine-stac/catalog/OpenLandMap/OpenLandMap_CLM_CLM_LST_MOD11A2-DAY_SD_v01.json	https://developers.google.com/earth-engine/datasets/catalog/OpenLandMap_CLM_CLM_LST_MOD11A2-DAY_SD_v01	CC-BY-SA-4.0
OpenLandMap/CLM/CLM_PRECIPITATION_SM2RAIN_M/v01	OpenLandMap Precipitation Monthly	image	ee.Image('OpenLandMap/CLM/CLM_PRECIPITATION_SM2RAIN_M/v01')	EnvirometriX Ltd	2007-01-01	2019-01-01	-180, -90, 180, 90	False	envirometrix, imerg, monthly, opengeohub, openlandmap, precipitation	https://storage.googleapis.com/earthengine-stac/catalog/OpenLandMap/OpenLandMap_CLM_CLM_PRECIPITATION_SM2RAIN_M_v01.json	https://developers.google.com/earth-engine/datasets/catalog/OpenLandMap_CLM_CLM_PRECIPITATION_SM2RAIN_M_v01	CC-BY-SA-4.0
OpenLandMap/PNV/PNV_BIOME-TYPE_BIOME00K_C/v01	OpenLandMap Potential Distribution of Biomes	image	ee.Image('OpenLandMap/PNV/PNV_BIOME-TYPE_BIOME00K_C/v01')	EnvirometriX Ltd	2001-01-01	2002-01-01	-180, -90, 180, 90	False	biome, ecosystems, envirometrix, opengeohub, openlandmap, potential	https://storage.googleapis.com/earthengine-stac/catalog/OpenLandMap/OpenLandMap_PNV_PNV_BIOME-TYPE_BIOME00K_C_v01.json	https://developers.google.com/earth-engine/datasets/catalog/OpenLandMap_PNV_PNV_BIOME-TYPE_BIOME00K_C_v01	CC-BY-SA-4.0
OpenLandMap/PNV/PNV_FAPAR_PROBA-V_D/v01	OpenLandMap Potential FAPAR Monthly	image	ee.Image('OpenLandMap/PNV/PNV_FAPAR_PROBA-V_D/v01')	EnvirometriX Ltd	2001-01-01	2002-01-01	-180, -90, 180, 90	False	envirometrix, fapar, monthly, opengeohub, openlandmap, plant-productivity, potential	https://storage.googleapis.com/earthengine-stac/catalog/OpenLandMap/OpenLandMap_PNV_PNV_FAPAR_PROBA-V_D_v01.json	https://developers.google.com/earth-engine/datasets/catalog/OpenLandMap_PNV_PNV_FAPAR_PROBA-V_D_v01	CC-BY-SA-4.0
OpenLandMap/SOL/SOL_BULKDENS-FINEEARTH_USDA-4A1H_M/v02	OpenLandMap Soil Bulk Density	image	ee.Image('OpenLandMap/SOL/SOL_BULKDENS-FINEEARTH_USDA-4A1H_M/v02')	EnvirometriX Ltd	1950-01-01	2018-01-01	-180, -90, 180, 90	False	bulk, density, envirometrix, opengeohub, openlandmap, soil	https://storage.googleapis.com/earthengine-stac/catalog/OpenLandMap/OpenLandMap_SOL_SOL_BULKDENS-FINEEARTH_USDA-4A1H_M_v02.json	https://developers.google.com/earth-engine/datasets/catalog/OpenLandMap_SOL_SOL_BULKDENS-FINEEARTH_USDA-4A1H_M_v02	CC-BY-SA-4.0
OpenLandMap/SOL/SOL_CLAY-WFRACTION_USDA-3A1A1A_M/v02	OpenLandMap Clay Content	image	ee.Image('OpenLandMap/SOL/SOL_CLAY-WFRACTION_USDA-3A1A1A_M/v02')	EnvirometriX Ltd	1950-01-01	2018-01-01	-180, -90, 180, 90	False	clay, envirometrix, opengeohub, openlandmap, soil, usda	https://storage.googleapis.com/earthengine-stac/catalog/OpenLandMap/OpenLandMap_SOL_SOL_CLAY-WFRACTION_USDA-3A1A1A_M_v02.json	https://developers.google.com/earth-engine/datasets/catalog/OpenLandMap_SOL_SOL_CLAY-WFRACTION_USDA-3A1A1A_M_v02	CC-BY-SA-4.0
OpenLandMap/SOL/SOL_GRTGROUP_USDA-SOILTAX-HAPLUDALFS_P/v01	OpenLandMap Predicted Hapludalfs Probability	image	ee.Image('OpenLandMap/SOL/SOL_GRTGROUP_USDA-SOILTAX-HAPLUDALFS_P/v01')	EnvirometriX Ltd	1950-01-01	2018-01-01	-180, -90, 180, 90	False	argillic, envirometrix, hapludalfs, opengeohub, openlandmap, soil	https://storage.googleapis.com/earthengine-stac/catalog/OpenLandMap/OpenLandMap_SOL_SOL_GRTGROUP_USDA-SOILTAX-HAPLUDALFS_P_v01.json	https://developers.google.com/earth-engine/datasets/catalog/OpenLandMap_SOL_SOL_GRTGROUP_USDA-SOILTAX-HAPLUDALFS_P_v01	CC-BY-SA-4.0
OpenLandMap/SOL/SOL_GRTGROUP_USDA-SOILTAX_C/v01	OpenLandMap USDA Soil Taxonomy Great Groups	image	ee.Image('OpenLandMap/SOL/SOL_GRTGROUP_USDA-SOILTAX_C/v01')	EnvirometriX Ltd	1950-01-01	2018-01-01	-180, -90, 180, 90	False	envirometrix, opengeohub, openlandmap, soil, taxonomy, usda	https://storage.googleapis.com/earthengine-stac/catalog/OpenLandMap/OpenLandMap_SOL_SOL_GRTGROUP_USDA-SOILTAX_C_v01.json	https://developers.google.com/earth-engine/datasets/catalog/OpenLandMap_SOL_SOL_GRTGROUP_USDA-SOILTAX_C_v01	CC-BY-SA-4.0
OpenLandMap/SOL/SOL_ORGANIC-CARBON_USDA-6A1C_M/v02	OpenLandMap Soil Organic Carbon Content	image	ee.Image('OpenLandMap/SOL/SOL_ORGANIC-CARBON_USDA-6A1C_M/v02')	EnvirometriX Ltd	1950-01-01	2018-01-01	-180, -90, 180, 90	False	carbon, envirometrix, opengeohub, openlandmap, organic, soil	https://storage.googleapis.com/earthengine-stac/catalog/OpenLandMap/OpenLandMap_SOL_SOL_ORGANIC-CARBON_USDA-6A1C_M_v02.json	https://developers.google.com/earth-engine/datasets/catalog/OpenLandMap_SOL_SOL_ORGANIC-CARBON_USDA-6A1C_M_v02	CC-BY-SA-4.0
OpenLandMap/SOL/SOL_PH-H2O_USDA-4C1A2A_M/v02	OpenLandMap Soil pH in H2O	image	ee.Image('OpenLandMap/SOL/SOL_PH-H2O_USDA-4C1A2A_M/v02')	EnvirometriX Ltd	1950-01-01	2018-01-01	-180, -90, 180, 90	False	envirometrix, opengeohub, openlandmap, ph, soil	https://storage.googleapis.com/earthengine-stac/catalog/OpenLandMap/OpenLandMap_SOL_SOL_PH-H2O_USDA-4C1A2A_M_v02.json	https://developers.google.com/earth-engine/datasets/catalog/OpenLandMap_SOL_SOL_PH-H2O_USDA-4C1A2A_M_v02	CC-BY-SA-4.0
OpenLandMap/SOL/SOL_SAND-WFRACTION_USDA-3A1A1A_M/v02	OpenLandMap Sand Content	image	ee.Image('OpenLandMap/SOL/SOL_SAND-WFRACTION_USDA-3A1A1A_M/v02')	EnvirometriX Ltd	1950-01-01	2018-01-01	-180, -90, 180, 90	False	envirometrix, opengeohub, openlandmap, sand, soil, usda	https://storage.googleapis.com/earthengine-stac/catalog/OpenLandMap/OpenLandMap_SOL_SOL_SAND-WFRACTION_USDA-3A1A1A_M_v02.json	https://developers.google.com/earth-engine/datasets/catalog/OpenLandMap_SOL_SOL_SAND-WFRACTION_USDA-3A1A1A_M_v02	CC-BY-SA-4.0
OpenLandMap/SOL/SOL_TEXTURE-CLASS_USDA-TT_M/v02	OpenLandMap Soil Texture Class (USDA System)	image	ee.Image('OpenLandMap/SOL/SOL_TEXTURE-CLASS_USDA-TT_M/v02')	EnvirometriX Ltd	1950-01-01	2018-01-01	-180, -90, 180, 90	False	envirometrix, opengeohub, openlandmap, soil, texture, usda	https://storage.googleapis.com/earthengine-stac/catalog/OpenLandMap/OpenLandMap_SOL_SOL_TEXTURE-CLASS_USDA-TT_M_v02.json	https://developers.google.com/earth-engine/datasets/catalog/OpenLandMap_SOL_SOL_TEXTURE-CLASS_USDA-TT_M_v02	CC-BY-SA-4.0
OpenLandMap/SOL/SOL_WATERCONTENT-33KPA_USDA-4B1C_M/v01	OpenLandMap Soil Water Content at 33kPa (Field Capacity)	image	ee.Image('OpenLandMap/SOL/SOL_WATERCONTENT-33KPA_USDA-4B1C_M/v01')	EnvirometriX Ltd	1950-01-01	2018-01-01	-180, -90, 180, 90	False	envirometrix, opengeohub, openlandmap, soil, watercontent	https://storage.googleapis.com/earthengine-stac/catalog/OpenLandMap/OpenLandMap_SOL_SOL_WATERCONTENT-33KPA_USDA-4B1C_M_v01.json	https://developers.google.com/earth-engine/datasets/catalog/OpenLandMap_SOL_SOL_WATERCONTENT-33KPA_USDA-4B1C_M_v01	CC-BY-SA-4.0
Oxford/MAP/EVI_5km_Monthly	Oxford MAP EVI: Malaria Atlas Project Gap-Filled Enhanced Vegetation Index	image_collection	ee.ImageCollection('Oxford/MAP/EVI_5km_Monthly')	Oxford Malaria Atlas Project	2001-02-01	2015-06-01	-180, -90, 180, 90	False	evi, map, oxford, vegetation, vegetation-indices	https://storage.googleapis.com/earthengine-stac/catalog/Oxford/Oxford_MAP_EVI_5km_Monthly.json	https://developers.google.com/earth-engine/datasets/catalog/Oxford_MAP_EVI_5km_Monthly	CC-BY-NC-SA-4.0
Oxford/MAP/IGBP_Fractional_Landcover_5km_Annual	Oxford MAP: Malaria Atlas Project Fractional International Geosphere-Biosphere Programme Landcover	image_collection	ee.ImageCollection('Oxford/MAP/IGBP_Fractional_Landcover_5km_Annual')	Oxford Malaria Atlas Project	2001-01-01	2013-01-01	-180, -90, 180, 90	False	igbp, landcover, landuse-landcover, map, oxford	https://storage.googleapis.com/earthengine-stac/catalog/Oxford/Oxford_MAP_IGBP_Fractional_Landcover_5km_Annual.json	https://developers.google.com/earth-engine/datasets/catalog/Oxford_MAP_IGBP_Fractional_Landcover_5km_Annual	CC-BY-NC-SA-4.0
Oxford/MAP/LST_Day_5km_Monthly	Oxford MAP LST: Malaria Atlas Project Gap-Filled Daytime Land Surface Temperature	image_collection	ee.ImageCollection('Oxford/MAP/LST_Day_5km_Monthly')	Oxford Malaria Atlas Project	2001-03-01	2015-06-01	-180, -90, 180, 90	False	climate, lst, map, oxford, surface-temperature	https://storage.googleapis.com/earthengine-stac/catalog/Oxford/Oxford_MAP_LST_Day_5km_Monthly.json	https://developers.google.com/earth-engine/datasets/catalog/Oxford_MAP_LST_Day_5km_Monthly	CC-BY-NC-SA-4.0
Oxford/MAP/LST_Night_5km_Monthly	Oxford MAP LST: Malaria Atlas Project Gap-Filled Nighttime Land Surface Temperature	image_collection	ee.ImageCollection('Oxford/MAP/LST_Night_5km_Monthly')	Oxford Malaria Atlas Project	2001-03-01	2015-06-01	-180, -90, 180, 90	False	climate, lst, map, oxford, surface-temperature	https://storage.googleapis.com/earthengine-stac/catalog/Oxford/Oxford_MAP_LST_Night_5km_Monthly.json	https://developers.google.com/earth-engine/datasets/catalog/Oxford_MAP_LST_Night_5km_Monthly	CC-BY-NC-SA-4.0
Oxford/MAP/TCB_5km_Monthly	Oxford MAP TCB: Malaria Atlas Project Gap-Filled Tasseled Cap Brightness	image_collection	ee.ImageCollection('Oxford/MAP/TCB_5km_Monthly')	Oxford Malaria Atlas Project	2001-02-01	2015-01-01	-180, -90, 180, 90	False	brightness, map, oxford, tasseled-cap, tcb, vegetation-indices	https://storage.googleapis.com/earthengine-stac/catalog/Oxford/Oxford_MAP_TCB_5km_Monthly.json	https://developers.google.com/earth-engine/datasets/catalog/Oxford_MAP_TCB_5km_Monthly	CC-BY-NC-SA-4.0
Oxford/MAP/TCW_5km_Monthly	Oxford MAP TCW: Malaria Atlas Project Gap-Filled Tasseled Cap Wetness	image_collection	ee.ImageCollection('Oxford/MAP/TCW_5km_Monthly')	Oxford Malaria Atlas Project	2001-02-01	2015-01-01	-180, -90, 180, 90	False	map, oxford, tasseled-cap, tcb, vegetation-indices, wetness	https://storage.googleapis.com/earthengine-stac/catalog/Oxford/Oxford_MAP_TCW_5km_Monthly.json	https://developers.google.com/earth-engine/datasets/catalog/Oxford_MAP_TCW_5km_Monthly	CC-BY-NC-SA-4.0
Oxford/MAP/accessibility_to_cities_2015_v1_0	Accessibility to Cities 2015	image	ee.Image('Oxford/MAP/accessibility_to_cities_2015_v1_0')	Malaria Atlas Project	2015-01-01	2016-01-01	-180, -60, 180, 85	False	accessibility, jrc, map, oxford, population, twente	https://storage.googleapis.com/earthengine-stac/catalog/Oxford/Oxford_MAP_accessibility_to_cities_2015_v1_0.json	https://developers.google.com/earth-engine/datasets/catalog/Oxford_MAP_accessibility_to_cities_2015_v1_0	CC-BY-4.0
Oxford/MAP/accessibility_to_healthcare_2019	Accessibility to Healthcare 2019	image	ee.Image('Oxford/MAP/accessibility_to_healthcare_2019')	Malaria Atlas Project	2019-01-01	2020-01-01	-180, -60, 180, 85	False	accessibility, jrc, map, oxford, population, twente	https://storage.googleapis.com/earthengine-stac/catalog/Oxford/Oxford_MAP_accessibility_to_healthcare_2019.json	https://developers.google.com/earth-engine/datasets/catalog/Oxford_MAP_accessibility_to_healthcare_2019	CC-BY-4.0
Oxford/MAP/friction_surface_2015_v1_0	Global Friction Surface 2015 [deprecated]	image	ee.Image('Oxford/MAP/friction_surface_2015_v1_0')	Malaria Atlas Project	2015-01-01	2016-01-01	-180, -60, 180, 85	True	accessibility, friction, jrc, map, oxford, population, twente	https://storage.googleapis.com/earthengine-stac/catalog/Oxford/Oxford_MAP_friction_surface_2015_v1_0.json	https://developers.google.com/earth-engine/datasets/catalog/Oxford_MAP_friction_surface_2015_v1_0	CC-BY-4.0
Oxford/MAP/friction_surface_2019	Global Friction Surface 2019	image	ee.Image('Oxford/MAP/friction_surface_2019')	Malaria Atlas Project	2019-01-01	2020-01-01	-180, -60, 180, 85	False	accessibility, friction, jrc, map, oxford, population, twente	https://storage.googleapis.com/earthengine-stac/catalog/Oxford/Oxford_MAP_friction_surface_2019.json	https://developers.google.com/earth-engine/datasets/catalog/Oxford_MAP_friction_surface_2019	CC-BY-4.0
RESOLVE/ECOREGIONS/2017	RESOLVE Ecoregions 2017	table	ee.FeatureCollection('RESOLVE/ECOREGIONS/2017')	RESOLVE Biodiversity and Wildlife Solutions	2017-04-05	2017-04-05	-180, -90, 180, 90	False	biodiversity, conservation, ecoregions, ecosystems, global, habitats, protection, resolve, table	https://storage.googleapis.com/earthengine-stac/catalog/RESOLVE/RESOLVE_ECOREGIONS_2017.json	https://developers.google.com/earth-engine/datasets/catalog/RESOLVE_ECOREGIONS_2017	CC-BY-4.0
